id,subject,term,reference_gloss,hypothesis_gloss,similarity,glossed,correct
engpidginedu-10043,English Language,communicative,dem dey relating to communication of or relating to communication,,0.0,False,False
engpidginedu-10043,English Language,limiting,to hold back / put boundary,,0.0,False,False
engpidginedu-21657,Computer science,feasible,somtin wey de possible,,0.0,False,False
engpidginedu-21657,Computer science,successfully,for successful manner,"for no time intervening, without delay or hesitation",12.58,True,False
engpidginedu-02623,Government,stolen,wetin thief carry / things wey loss by force,wetin thief carry / things wey loss by force,100.0,True,True
engpidginedu-02623,Government,meant,bin get de sense say / intention,bin get de sense say / intention,100.0,True,True
engpidginedu-26223,Biology,aspects,different sides of de mata,,0.0,False,False
engpidginedu-10525,English Language,provided,as far as / if to say / supply,as far as / if to say / supply,100.0,True,True
engpidginedu-10525,English Language,seeking,to look for / desire,to look for / desire,100.0,True,True
engpidginedu-09626,Business study,elect,to vote person / pick,,0.0,False,False
engpidginedu-09626,Business study,authorized,person or tin wey get go-ahead / dem don give license,person wey put body for de work,17.46,True,False
engpidginedu-09626,Business study,asset,property / wetin person get,,0.0,False,False
engpidginedu-17874,Computer science,measures,to measure,to measure,100.0,True,True
engpidginedu-17874,Computer science,mode,di one wey show most,di one wey show most,100.0,True,True
engpidginedu-14110,Computer science,comment,remark / talk,remark / talk,100.0,True,True
engpidginedu-14110,Computer science,assign,to give value,,0.0,False,False
engpidginedu-23825,Computer science,possibility,something wey fit happen / chance dey,something wey fit happen / chance dey,100.0,True,True
engpidginedu-02707,Government,distinction,di difference,di difference,100.0,True,True
engpidginedu-02707,Government,extent,how far de tin reach / level,how far de tin reach / level,100.0,True,True
engpidginedu-08739,Business study,registered,show,,0.0,False,False
engpidginedu-08739,Business study,domain,area / website address,area / website address,100.0,True,True
engpidginedu-17015,Computer science,specifying,di condition or requirement for contract or agreement,,0.0,False,False
engpidginedu-12037,Social studies,arrived,reach ground / show face,,0.0,False,False
engpidginedu-12037,Social studies,greatest,de highest / de boss,,0.0,False,False
engpidginedu-16302,Computer science,half,one of two tins wey de equal from anoda tin,one of two tins wey de equal from anoda tin,100.0,True,True
engpidginedu-16259,Computer science,reliability,how reliable something be,how reliable something be,100.0,True,True
engpidginedu-11109,English Language,notebook,one kind for Windows,,0.0,False,False
engpidginedu-12669,Social studies,greater,E big pass / more-more,,0.0,False,False
engpidginedu-14409,Computer science,happy,make person like wetin de happen,make person like wetin de happen,100.0,True,True
engpidginedu-13107,Social studies,documents,files / papers wey get important info,files / papers wey get important info,100.0,True,True
engpidginedu-14318,Computer science,assign,to give value,,0.0,False,False
engpidginedu-14318,Computer science,named,mention name / title,,0.0,False,False
engpidginedu-12059,Social studies,contributions,support / money wey people join together,support / money wey people join together,100.0,True,True
engpidginedu-12059,Social studies,contribute,di quality wey dey bestow a quality on top quality on top,di quality of having inferior or less favorable position,25.24,True,False
engpidginedu-12059,Social studies,amounts,figures / total quantities,,0.0,False,False
engpidginedu-08952,Business study,indeed,true-true / na so / for real,,0.0,False,False
engpidginedu-08952,Business study,causes,"all de ""why"" behind de mata",,0.0,False,False
engpidginedu-21487,Computer science,somewhere,one place,,0.0,False,False
engpidginedu-01566,Government,deliver,to carry something reach owner hand,to carry something reach owner hand,100.0,True,True
engpidginedu-09375,Business study,recall,to remember,,0.0,False,False
engpidginedu-01199,Government,violent,vawulence / rough play,,0.0,False,False
engpidginedu-08300,Business study,profits,gain / extra money wey comot from business,,0.0,False,False
engpidginedu-17794,Computer science,base,foundation / where tin start from,foundation / where tin start from,100.0,True,True
engpidginedu-10160,English Language,rhetorical,talk for talk sake / grammar,talk for talk sake / grammar,100.0,True,True
engpidginedu-10160,English Language,grip,to hold somtin well,,0.0,False,False
engpidginedu-10341,English Language,located,E dey for dat side / position,dey processing a photosensitive material for order make image visible,21.86,True,False
engpidginedu-10341,English Language,ongoing,E still dey go on,,0.0,False,False
engpidginedu-01373,Government,successfully,for successful manner,"for no time intervening, without delay or hesitation",12.58,True,False
engpidginedu-06536,Business study,debate,fomal talk where two pipu dey talk against each oda,fomal talk where two pipu dey talk against each oda,100.0,True,True
engpidginedu-06605,Business study,popularity,di quality of being widely admired or accepted or sought am,,0.0,False,False
engpidginedu-06605,Business study,transactions,all de business moves wey involve exchange,,0.0,False,False
engpidginedu-06605,Business study,sellers,people wey dey trade market,,0.0,False,False
engpidginedu-09615,Business study,vote,to choose leader / drop thumbprint,to choose leader / drop thumbprint,100.0,True,True
engpidginedu-01211,Government,enforce,to force people make dem follow law,,0.0,False,False
engpidginedu-02067,Government,commit,to do bad tin / to promise to do work,to do bad tin / to promise to do work,100.0,True,True
engpidginedu-04418,Business study,dynamic,"something wey fit change, e no just stay one place",,0.0,False,False
engpidginedu-20700,Computer science,maximum,de highest level / e no fit pass dere,,0.0,False,False
engpidginedu-15224,Computer science,items,different things / materials,different things / materials,100.0,True,True
engpidginedu-15224,Computer science,attributes,di construct wey objects or individuals dey distinguished,di construct wey objects or individuals dey distinguished,100.0,True,True
engpidginedu-21063,Computer science,australian,di native or inhabitant of Australia,,0.0,False,False
engpidginedu-24804,Biology,functionally,for function wey dey respect to function,,0.0,False,False
engpidginedu-24804,Biology,regulating,di act of controlling or directing according to rule,,0.0,False,False
engpidginedu-10895,English Language,restaurant,di building wey dem go eat pipo go eat,di building wey pipu de live for,45.46,True,False
engpidginedu-10895,English Language,management,di act of managing something,di act of managing something,100.0,True,True
engpidginedu-10895,English Language,seen,bin see am / dem don notice,,0.0,False,False
engpidginedu-03396,Government,jail,prison / kashot / cell,prison / kashot / cell,100.0,True,True
engpidginedu-11298,English Language,approval,go-ahead / when oga gree,,0.0,False,False
engpidginedu-02213,Government,indicates,dey show,laws wey dem write put for book,12.91,True,False
engpidginedu-00532,Government,concerning,na relevant to dey relevant to dey relevant,na relevant to dey relevant to dey relevant,100.0,True,True
engpidginedu-08311,Business study,permission,di approval to do something,di approval to do something,100.0,True,True
engpidginedu-08311,Business study,estate,all de property wey person leave when e die / big land,,0.0,False,False
engpidginedu-12677,Social studies,learned,sabi person / someone wey read book well,,0.0,False,False
engpidginedu-12677,Social studies,increased,E don big pass before / e climb,don big pass before / e climb,96.22,True,True
engpidginedu-01426,Government,consequently,because of dat / wetin follow,"for short intervals, many times for short intervals",12.61,True,False
engpidginedu-01426,Government,constitutionally,follow wetin de grand-papa law talk,,0.0,False,False
engpidginedu-01426,Government,violating,to break law / mess up rule,,0.0,False,False
engpidginedu-12794,Social studies,lives,different people life,,0.0,False,False
engpidginedu-00666,Government,powers,pawa / authority,,0.0,False,False
engpidginedu-00666,Government,defeat,to beat / win person,,0.0,False,False
engpidginedu-00666,Government,ease,somtin wey no hard,,0.0,False,False
engpidginedu-02217,Government,intend,plan to / mind set,plan to / mind set,100.0,True,True
engpidginedu-11816,Social studies,regarded,see am as / tink say,,0.0,False,False
engpidginedu-17153,Computer science,applied,wetin dem use work / put into action,wetin dem use work / put into action,100.0,True,True
engpidginedu-25294,Biology,internal,for inside,,0.0,False,False
engpidginedu-21770,Computer science,experimental,for experiment wey dey relating to or based on experiment,,0.0,False,False
engpidginedu-21770,Computer science,deck,flat floor,,0.0,False,False
engpidginedu-21770,Computer science,suit,na wen one persin carry anoda persin go court to seek justice,na wen one persin carry anoda persin go court to seek justice,100.0,True,True
engpidginedu-06137,Business study,arbitrator,middle-man wey dey settle palava,,0.0,False,False
